body_md5	exec_anon	exec_authenticated	exec_public	exec_service_role	kind	language	owner	proconfig	security_definer	signature	volatility
6390397fefba8a287258eaa95a062533	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cs_health_recent_interventions(integer)	s
44cc926cbc82f7642d0c2fa0255c5d66	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cs_health_score_trend(integer)	s
a5a698658ec2c07ec7cb800da4616d12	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cs_health_summary()	s
d76d3baff1bc7fd24a6c169127504608	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_playbook_runs_by_contract(uuid)	s
48e17e6c9cb806377346fd085ec503ed	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_playbook_runs_due(integer)	s
a00ebde6e471f5c43766b91d05d7609e	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_playbook_summary()	s
84d299313a943794aac3492794114e23	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_recent_tickets_r2248()	v
c7923771e4ce96234d06b8bd0dee31e8	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_sla_by_category_r2316()	v
a97c7cda5d4796ebf9ec62908b4b65d8	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_sla_by_class_r2316()	v
943b213d80e0503cda1dee1580f51d1c	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_sla_by_severity_r2316()	v
6d7844d9015719a0eaa08c57ca1c4387	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_sla_category_cause_crosstab_r2316()	v
55481d5581dbe9398b4292f87a11e793	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_sla_overview_r2316()	v
c0f59dfd5323c5ae1508a8e4ee347eae	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_sla_recent_breaches_r2316()	v
27bda1393a86b38ffda186f49ff0dfb4	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cs_sla_top_causes_r2316()	v
c0a587d73b56527aa32d619e3ed1ce46	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cts_v4_list_scenarios()	s
ecfb2fb7816d56a3cab8643568a26e7a	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cts_v4_lock_scenario(uuid)	v
78e93bcca1f7027d10c25830537c1bf7	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cts_v4_locked_scenario()	s
c6a3bbc459d54fccd9a2e2f01a0996ce	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cts_v4_recent_audit()	s
78e72c71770efec8795ce65f8227b009	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cts_v4_summary_kpis()	s
bf0105b3b27e9d5b788ca48e668fd415	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cts_v4_top_dilution()	s
db8280d56210faec8af34ac55d600860	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_cts_v4_top_secondary()	s
889deee31dcd90d999f8889e09812dbe	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_culture_deck_new_hire_ladder()	s
7829350a2604249809ce4162c5dc8277	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_culture_deck_recent_signatures()	s
877d555f10e8d120678ca340c15b6b08	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_culture_deck_signatures_by_role()	s
db8f8c3e82d95641eaa3b4ec52690a69	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_culture_deck_summary()	s
f8007ff7d95b097ce7245675f5b7c3ea	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_culture_deck_unsigned_team()	s
adce26c7523786a6ad03c13ac96c8bec	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_culture_deck_version_timeline()	s
bad5b33bca07a44d314f8981f1cf8caa	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_culture_deck_versions_list()	s
6239b34e741e2a1bcadda02a957b36c1	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_cumulative_rollup_summary()	s
85e51306cabd704104cbab59eb2a1612	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_curtain_engineer_leaderboard_r2954()	v
cb2e2affa931b43674321158933bffcf	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_curtain_hospital_rollup_r2954()	v
b3d295c6b6ced7a5fbb7da9290d067a6	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_curtain_incident_severity_r2954()	v
9bf1aefea9531de0cd90423e5ad58523	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_curtain_incident_types_r2954()	v
1cd941cc6fb81193fb81cf2817a7dc50	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_curtain_mom_delta_r2954()	v
3ef8303abed8597b14709f3d4f3bde59	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_curtain_monthly_summary_r2954()	v
eb9d3ec972d58fa3350e27d60f45385b	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_curtain_open_critical_r2954()	v
45d2a14c6685fa26055da23aed1f8581	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_customer_health_score_by_hospital(integer)	s
b363ef2d6f161785776dda83f27d1da8	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_customer_health_score_summary()	s
9d7c203571de2095137c3fa2e2146b43	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_customer_onboarding_funnel_recent(text,integer)	s
df18b5c2ea1d449d2e2d20a5146470f4	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_customer_onboarding_funnel_summary()	s
3810fe39386d4c1b345417c418249c0f	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_daily_activity_summary()	s
b215f539a7b86c8a0213107dcd288643	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_daily_kpi_snapshot()	s
9048e5b71d8aa80db1e0d84cea1bb566	true	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dataroom_v2_daily_trend(integer)	s
2663b79068771a5db2fca3bf6805651a	true	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dataroom_v2_file_analytics(integer,integer)	s
f858bd7ac97de10fa65db0bfa335d610	true	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dataroom_v2_investor_ranking(integer,integer)	s
1a05c17fe87ed142c6f5209fdf9c5ef1	true	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dataroom_v2_kpis()	s
8aaf1cc8fdada89bbce669c401d6bac5	true	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dataroom_v2_reaper_recent(integer)	s
40f175738ecfd2b1498b4ba5ff59b381	true	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dataroom_v2_recent_events(integer)	s
8c714dee3243b020effbb6e843f603a6	true	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dataroom_v2_session_summary(integer,integer)	s
8195b3e4287654bae113ff3ed7ef5d48	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_db_storage()	s
a1d7555e90637146a084721278738291	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_db_storage_snapshots_summary()	s
32721c7c4a09bcc7fa0c0002820f5c86	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_db_storage_with_delta()	s
1f01df4806467651ae161fb8c5d48dd7	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decide_dispute_pack(uuid,text,text)	v
820f035f6d56dc3f6e0d0c8c665189b9	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decision_blocked_r2333()	v
a1352f3f439f611081eff27f5d510d9e	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decision_category_breakdown_r2333()	v
1e779ff60174c1a28486e2e4da6fe49b	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decision_detail_r2333(uuid)	v
32a3dd4799654bb13dd10fbc1d8f7186	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decision_owner_workload_r2333()	v
052942d185377119795bb6d50352d719	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decision_queue_list_r2333(text,integer)	v
bd0a4c4e0c10bd0f7c97c9272b13d32a	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decision_queue_overview_r2333()	v
a91ec75315a73d847eacddc262ebcaf9	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decision_timeline_r2333()	v
07da33a0bff8dd53ad4dc50c8b4b3228	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decisions_due_revisit()	s
178d49c99e57e957b6e43e5efb830493	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decisions_recent(integer)	s
0715bc882914b59370bf10d38b65d8a4	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decisions_summary()	s
9037ea6a0eccd47110497a521dbcb734	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decommissioning_at_risk()	s
ccb922982d94a48e78a4a1540ada73a1	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decommissioning_events_recent()	s
e9f4cd08e61e80f52a6d130108faf6a8	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decommissioning_pipeline_recent()	s
fb3f89458fa1b169d623e9edc5f6cbfc	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_decommissioning_pipeline_summary()	s
338a86416da695abb4e69e6ebfa785e5	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_battery_health_r3116()	v
5f80ffacec2ca889632463cda20265e2	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_capa_cost_by_ward_r3116()	v
3a93c547a4e0e6a518b24201f337f08b	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_capa_register_r3116()	v
44991803753a11fb9778ba6ed81a9d30	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_energy_deviation_r3116()	v
9fb75c9ecd6ab92d0b2ae8d7073e465b	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_fleet_overview_r3116()	v
d4c5901860e8df89bd2e134558a6a930	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_manufacturer_reliability_r3116()	v
acb4986b823a72f64a3434dcc62e8d5b	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_monthly_test_compliance_r3116()	v
38ca4b5ae5ed82be0d89cff588864c3f	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_pad_expiry_alerts_r3116()	v
530fe7ea2ae17c19610b4916c1568bfc	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_defib_aed_pediatric_readiness_r3116()	v
99172ef04a54f565507214d08ff19099	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_deflection_by_channel_r2256()	v
46a10e29120ced010a8d71f14e51c4e3	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_deflection_by_intent_r2256()	v
2f3339023279464c4b3c29b2d5edfe72	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_deflection_daily_trend_r2256()	v
d62c0d31414ca25a96ef8001d8c49a0a	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_deflection_kb_needs_update_r2256()	v
c54ecf0795159f8a698a53e54d6a34fd	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_deflection_kpis_r2256()	v
990197b9855a872fa10f909e195eca23	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_deflection_recent_escalations_r2256()	v
e54c049108bc98e2cad439435d1ee0bc	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_deflection_top_kb_r2256()	v
1e900eb2ba026a2a248ddbb5dfb0daef	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_by_brand()	s
9b1fe8e7ed40f1a56fba5b948430972e	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_by_city()	s
491374d04ebcc3d9f1b636ecfd5a9905	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_by_model()	s
7b9470abdfe0deeb8e18c894126c1537	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_priority_distribution()	s
5137c83b6a9a939b8d1a464a4988b73e	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_quality_summary()	s
6ed1ffbd4b5d2c3b0203199336b31108	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signal_brand_rollup()	s
c549a568894821beba747eadcd799265	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signal_dashboard()	s
4efcca2e216bc7f609cb6cd30e32dd59	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signal_status()	s
104ef2b943640e3b714ccbb2fed83c34	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signal_weekly_snapshot()	s
66998824ae911bdf31c1dc8cfac2dffc	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signals_by_month()	s
e53a5b763e34c45e214fa02102869bce	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signals_by_week()	s
f4c89af2098b15b8cba07750022cbd3f	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signals_cumulative()	s
d0ffdaac6db4d7126e738016df3b7ad6	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signals_recent()	s
83bd29756bd6d97f0e203626b6525049	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_demand_signals_trend()	s
1aca01c97e9dbd052309da0837479e4c	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_demo_day_kpi_snapshot()	s
3783738cfe8fb4020769877d57da264e	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_demo_day_pitch_status_breakdown()	s
c7b8768251c3553467a5900c4c680854	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_demo_day_rehearsal_log(uuid)	s
b20eb18070bcb91cffe916b11221958e	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_demo_day_rehearsal_record(uuid,integer,integer,integer[],text)	v
abd12ab0742aa85fb17bd5610e2449d1	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_demo_day_target_list()	s
f8f7e89126bd56dce1504db73b5bb70c	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_demo_day_target_upsert(uuid,text,text,date,text,text,integer,text,text,integer,text,integer,text,text)	v
b3245a6c746d148101efa1cd0fa8b24a	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_demo_day_upcoming_30d()	s
07e2440310a7d7ddcee71b521c48a513	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dental_pilot_clinics(integer)	s
f41db5b234a17c36c18774cf40a99426	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dental_pilot_summary()	s
aeb8a955d39d98ad98573a5b2cfe71cf	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dental_pilot_suppliers(integer)	s
66c9c4f98a32e5a12afd84640f2920ed	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_device_integrity_checks_summary()	s
637798887f41dff7da1b39cda570420d	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dexa_capa_pipeline_r3098()	v
558f6d02e5f8d6fa869637b64cab95a8	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dexa_capa_recent_events_r3098()	v
fd703956dd0047c87022d44f3f26975d	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dexa_capa_root_cause_r3098()	v
129643029d470c619225c4648110ef8a	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dexa_qa_drift_trend_r3098()	v
32ec01cf1cb48a7297a616e1d755142d	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dexa_qa_hospital_compliance_r3098()	v
ae5a1217ea25a070b3774ef27a7e15a2	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dexa_qa_out_of_spec_r3098()	v
160dc1e569a7a60ab2bedd711d1eaf84	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dexa_qa_phantom_breakdown_r3098()	v
b36d0f5892e92a0e605aa3ce13902102	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dexa_qa_technologist_scorecard_r3098()	v
6d1ba5837b7351ed34549afde4cf3dbb	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_digest_dormant_recipients()	s
fa6dda8d1ab74cf3a86dd72ce9587aab	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_digest_latest_digest_summary()	s
bac1a3a18f2332dfcf4dc4a5cdc7c038	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_digest_recent_replies()	s
2260ddf2f58ccc1a7e31eb578afd07e4	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_digest_recipient_engagement()	s
b019770d8a5c9058a0069a1f7fcb0f18	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_digest_reply_categorization()	s
1b61cf8af7f28d67baa194831ad7f41c	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_digest_top_clicked_links()	s
bdd2f6f6b88b118ded736c63d03bd235	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_digest_weekly_trend()	s
bf2e8df4d0afa269348548c09c8f8c76	true	true	true	true	f	plpgsql	postgres	search_path=public	true	founder_diligence_qa_by_category()	s
5eb748e21e1dfb8d2e836b289bf62819	true	true	true	true	f	plpgsql	postgres	search_path=public	true	founder_diligence_qa_by_investor()	s
b92e2f6e901457db29ea66442b78dbc6	true	true	true	true	f	plpgsql	postgres	search_path=public	true	founder_diligence_qa_event_log()	s
3472c4fe77151be07d95fc0f11a65c8d	true	true	true	true	f	plpgsql	postgres	search_path=public	true	founder_diligence_qa_kpis()	s
75f04318f6a6e7822b72e41b23fb8769	true	true	true	true	f	plpgsql	postgres	search_path=public	true	founder_diligence_qa_open_queue()	s
953c04ab359cd2a1471ea49872fa416d	true	true	true	true	f	plpgsql	postgres	search_path=public	true	founder_diligence_qa_recent_answered()	s
644752db56dd51a704c00e0b9880b27b	true	true	true	true	f	plpgsql	postgres	search_path=public	true	founder_diligence_qa_sla_breaches()	s
2655d3381aa760e622b7990fe85136b8	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dilution_outlook_r1785()	v
70bc6f0271e6397f5ec49a416f162cdc	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dilution_outlook_r1893()	v
1045cd2207ae5feed99f8a76364a0e98	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dilution_trend_r1685()	v
3de7cfd8058f1160d972f75d4be43d0c	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispatch_cold_windows()	s
607061cb980995745111f56506d517fd	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispatch_density_grid()	s
e26efa660677261f10f08a46380083b6	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispatch_density_kpis()	s
15e848840f14dc1ad5ddb4414193b930	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispatch_hot_windows()	s
44a752c259ba7ceabe1b4eb954350c57	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispatch_ot_bonus_prompts()	s
fe8a4c94d0fdc706481ca55667e0d492	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispatch_recent_snapshots()	s
de601821bb13de208134a0cf4e921472	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispatch_state_summary()	s
cb85a66b1c7a255728264dc68048de01	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dispute_aging()	s
d0f40608d8021b0ab21244c43f2e839a	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dispute_by_mediator()	s
8166137202707909a96b186415b85933	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispute_by_type()	s
ea44e4a26e223e171d61ecec1d5d02ec	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispute_kpis()	s
f790129e7cf953a68ff898485ecbd53a	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispute_open_feed()	s
2c16c96638efdc781828cfe5886f9f06	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dispute_outcomes()	s
aa6006efec04cba5299200795b6584dc	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dispute_queue(integer)	s
f462dc841f0f7215153e839843ed96a7	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispute_raise(uuid,uuid,text,integer,integer,text,text)	v
059b86456c15e6c75b560a542860299a	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dispute_rate_monthly(integer)	s
d7f9f176dc8de44cbc111a6c052d6068	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispute_recent_events()	s
996a55c9bfec4c68f7d71d8d5a7308d1	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dispute_resolution_latency()	s
62aa6ce16b63f4f41a956428fac96286	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dispute_resolution_rate()	s
7e826b7bb80478d06995a0316a141a06	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispute_top_engineers()	s
344a7a80e675357fecdbb4cfc6438f35	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dispute_transition(uuid,text,text,integer)	v
984e0630c1d618176d5544146b63949e	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_by_day_30d()	s
f986021ee4eff5a28ebaacd1d11f2fd6	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_by_month()	s
29f7ec186451f933dd788a4ea860d296	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_by_month_by_status()	s
54b1ef0d6de0841bec016e914206f1fc	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_by_week()	s
b3eecbd1dde2d1d02f175b5f2fbac623	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_by_week_13wk()	s
516f10e6e37a9c0e529ea76638b0695a	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_cumulative()	s
b4946507d53bb64f3f0404f2a5f24403	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_recent()	s
3774b9c017cf381d1330b3e9ba430670	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_resolution_time_distribution()	s
ccd4fccc2a188920a537a6160c41fe8f	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_disputes_snapshot_summary()	s
3676baf0c890749a8bffa3508a6ddbe4	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_double_down_winners_r2681()	s
971f3fc362eff0d0d07682541720ae00	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dpdp_grievance_pulse_summary()	s
a9d76cd30977c2c0086bbe29a0907418	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dpdp_grievances_list(text,integer,integer)	s
9ed17bd578b1aeac96b9a0fa6b65ea0f	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dpdp_routing_summary()	s
f67d12e0cefa461608a922fc8051cf91	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dr_access_kpis()	s
ed130baa0e7d26d9dcb7caca5d1356cb	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dr_cold_action_history(integer)	s
2629f9b06126c54e073904594a52de7d	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dr_cold_investors()	s
dc3edd8abe31c77feb485dc49e7dbfa6	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dr_doc_popularity()	s
c9358bdf7fb80236860796d5316598a1	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dr_investor_heatmap()	s
710d12ffa3b9aa7249f64833b4aa598b	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dr_recent_access(integer)	s
c54f587ece57ab06259c55a4dd50599a	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dr_record_cold_action(text,text,text,text,text)	v
511c5d2228e548e2057f05223b81cc25	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dropoff_kpis()	s
b6c8fa1afe09dce18fa74d1ca46879e0	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dropoff_overdue()	s
4ace1cb1953838963c4a79a09246b42c	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dropoff_queue()	s
d4ab3b4d2be6f29ffec395229450d1b4	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dropoff_recent_touches()	s
247b96963a32e588133d68b93b1044cd	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dropoff_record_touch(uuid,text,text,text)	v
ee76cef2eafcf062c679fc396b480eaa	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dropoff_recovered()	s
35746b0834159a63a490ff4c447b8aab	false	true	false	true	f	plpgsql	postgres	search_path=public	true	founder_dropoff_stage_breakdown()	s
fbfd0f1f50357e73f70acd26ba805a74	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dsr_data_export_sla_summary()	s
db1f3ad6fc0923d72a528b8c956f60b5	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dsr_signoff_latency()	s
5a42c8056b7bc3936682a6c58edd9568	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_duplicate_account_flags_summary()	v
b22b338a9c2fa8fa9cdfa8ac588e650e	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dw_by_category_r2765()	s
7ec971a33126c58b391d35ebed3493a4	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dw_calibrations_r2765()	s
f6c98698bd50f375729d8bf6c524a290	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dw_decision_breakdown_r2765()	s
bdc1731c746a1d6338c5ae0ef85e6bd0	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dw_interruption_hotspots_r2765()	s
fc09021a8d48e5273955da6b13489299	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dw_kpi_r2765()	s
60d487416e94419d428ed0523bf21e26	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dw_log_block_r2765(date,text,text,text,integer,integer,integer,integer,text,integer,text)	v
40a46a67683c2554c67c3484b5bc7057	false	true	false	true	f	plpgsql	postgres	search_path=public, pg_temp	true	founder_dw_recent_blocks_r2765()	s
